5.555555555555555247e-02
1.666666666666666574e-01
2.777777777777777901e-01
3.888888888888888395e-01
5.000000000000000000e-01
6.111111111111111605e-01
7.222222222222220989e-01
8.333333333333332593e-01
9.444444444444444198e-01
